,Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
1500,Kevin Strootman,1,46,40,48,8,21,16,3,13,3,2,4,3,2,3,5,6,0,4,0,0,1,0,0,0,1,4,2,3,27.0,32.0,1.0,1.0,0.12,0.06,68.0,4.0,0.0,57.0,553.0,midfield - Central Midfield,25200000.0
1502,Bruno da Silva Peres,1,21,19,20,5,9,10,1,4,1,0,3,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,3,0,27.0,18.0,0.0,0.0,0.03,0.08,25.0,1.0,0.0,25.0,141.0,Defender - Right-Back,7200000.0
1503,Radja Nainggolan,1,34,37,53,8,10,14,7,32,1,4,7,7,8,7,9,3,0,2,0,0,4,1,0,0,1,3,9,5,29.0,31.0,4.0,7.0,0.13,0.24,109.0,7.0,2.0,55.0,526.0,midfield - Central Midfield,40500000.0
1504,Rafael Toloi,1,62,41,47,4,22,20,7,24,2,0,0,1,4,4,1,0,0,4,0,0,2,0,0,0,0,4,2,2,35.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Defender - Centre-Back,9900000.0
1505,Hans Hateboer,1,28,47,38,12,16,0,2,13,1,2,10,0,0,2,4,2,1,3,6,0,1,2,0,1,0,1,2,2,23.0,33.0,0.0,1.0,0.07,0.06,49.0,3.0,0.0,42.0,361.0,Defender - Right-Back,6300000.0
1506,Andrea Masiello,1,62,37,66,8,29,18,5,26,1,4,3,2,0,2,0,2,0,2,0,2,1,0,0,0,0,3,0,1,31.0,31.0,4.0,0.0,0.1,0.01,28.0,5.0,0.0,69.0,274.0,midfield - Central Midfield,3150000.0
1507,Etrit Berisha,0,12,18,23,3,1,0,3,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Goalkeeper,6300000.0
1508,Bryan Cristante,1,31,67,42,14,25,6,6,20,1,4,11,2,2,4,1,5,2,0,2,1,4,1,2,1,1,1,6,4,22.0,36.0,9.0,2.0,0.29,0.14,86.0,4.0,0.0,69.0,834.0,midfield - Defensive Midfield,22500000.0
1509,Diego Perotti,1,11,25,25,10,9,12,1,15,2,2,1,2,4,3,3,4,1,0,0,0,1,0,0,0,0,4,2,5,29.0,25.0,5.0,3.0,0.31,0.24,88.0,0.0,0.0,26.0,328.0,attack - Left Winger,18000000.0
1512,Andrea Petagna,1,9,21,23,4,8,0,0,5,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,6,2,22.0,29.0,4.0,5.0,0.28,0.24,53.0,6.0,0.0,10.0,239.0,attack - Centre-Forward,8100000.0
1513,Andreas Evald Cornelius,0,4,10,8,2,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,1,24.0,23.0,3.0,1.0,0.42,0.12,33.0,0.0,0.0,8.0,155.0,attack - Centre-Forward,2700000.0
1516,Federico Di Francesco,1,5,22,14,6,6,2,1,8,2,0,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,3,3,3,23.0,24.0,1.0,1.0,0.14,0.09,33.0,4.0,0.0,25.0,313.0,attack - Left Winger,3150000.0
1517,Domenico Maietta,1,10,4,3,1,4,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,34.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,49.0,Defender - Centre-Back,360000.0
1518,Sebastien De Maio,1,35,18,19,2,18,16,1,16,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,30.0,26.0,2.0,0.0,0.03,0.01,14.0,7.0,0.0,31.0,223.0,Defender - Centre-Back,1260000.0
1519,Antonio Mirante,0,19,16,19,7,4,0,4,11,2,0,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,34.0,33.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,Goalkeeper,900000.0
1520,Afriyie Acquah,1,15,13,14,4,3,4,0,14,1,0,1,4,2,1,1,0,0,1,0,1,1,0,0,1,0,3,1,0,25.0,22.0,1.0,0.0,0.06,0.01,15.0,4.0,2.0,11.0,161.0,midfield - Central Midfield,1800000.0
1522,Iago Falque Silva,1,26,48,42,8,13,10,1,23,1,0,6,6,0,1,4,2,1,1,2,2,2,1,0,1,1,2,13,8,27.0,37.0,12.0,8.0,0.3,0.22,124.0,2.0,0.0,45.0,572.0,Defender - Left-Back,900000.0
1523,Andrea Belotti,1,10,25,17,5,8,0,1,3,3,0,4,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,5,10,23.0,32.0,10.0,5.0,0.38,0.16,80.0,2.0,0.0,33.0,504.0,midfield - Central Midfield,3150000.0
1524,Cristian Molinaro,1,35,25,24,4,17,10,0,8,5,0,3,0,0,0,1,1,0,1,0,1,2,0,0,0,0,1,3,1,34.0,20.0,0.0,1.0,0.01,0.06,19.0,2.0,0.0,42.0,204.0,Defender - Left-Back,270000.0
1525,Emiliano Moretti,1,44,17,33,3,19,8,5,23,2,0,3,2,0,1,0,2,0,0,0,0,1,0,0,0,0,3,1,2,36.0,22.0,0.0,0.0,0.02,0.01,5.0,6.0,0.0,36.0,140.0,Defender - Centre-Back,270000.0
1526,Adam Masina,1,36,34,32,11,23,14,3,18,5,0,3,3,0,1,4,2,0,1,2,0,2,0,0,0,0,3,1,2,23.0,34.0,0.0,1.0,0.06,0.06,49.0,8.0,1.0,100.0,547.0,Defender - Left-Back,6300000.0
1527,Joel Chukwuma Obi,1,19,14,16,11,9,4,1,10,0,2,3,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,2,2,26.0,22.0,5.0,1.0,0.31,0.02,16.0,3.0,0.0,40.0,293.0,midfield - Central Midfield,4500000.0
1530,Mattia Destro,1,7,17,13,2,5,0,0,4,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,5,26.0,26.0,6.0,2.0,0.4,0.08,34.0,3.0,0.0,20.0,304.0,attack - Centre-Forward,5400000.0
1532,Simone Verdi,1,23,44,31,7,15,12,4,10,1,0,4,0,0,2,4,3,0,1,0,0,1,0,0,0,0,5,5,9,25.0,34.0,10.0,8.0,0.26,0.18,109.0,2.0,0.0,35.0,480.0,midfield - Attacking Midfield,22500000.0
1533,Andrea Poli,1,40,25,42,18,12,20,4,20,2,4,7,7,0,2,1,4,0,3,0,0,3,0,0,0,0,5,0,1,27.0,32.0,2.0,0.0,0.08,0.04,41.0,9.0,2.0,72.0,755.0,midfield - Central Midfield,3150000.0
1535,Erick Antonio Pulgar Farfan,1,50,29,48,18,28,16,8,31,3,6,3,4,2,4,2,1,0,1,2,0,1,1,0,0,0,2,3,4,23.0,32.0,3.0,0.0,0.06,0.09,43.0,9.0,0.0,64.0,576.0,midfield - Defensive Midfield,5400000.0
1536,Salvatore Sirigu,1,16,38,35,12,11,0,3,12,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.0,37.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,Goalkeeper,5400000.0
1538,Godfred Donsah,1,14,18,33,5,11,2,0,8,2,0,3,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,21.0,28.0,2.0,1.0,0.06,0.06,35.0,3.0,0.0,32.0,356.0,midfield - Central Midfield,9000000.0
1539,Rodrigo Sebastian Palacio,1,12,34,23,6,12,6,1,11,2,0,6,1,2,5,5,3,0,0,0,0,1,0,0,0,0,2,6,3,26.0,37.0,16.0,4.0,0.45,0.1,88.0,4.0,0.0,19.0,434.0,midfield - Defensive Midfield,22500000.0
1541,Leonardo Bonucci,1,57,47,45,6,29,12,5,28,5,0,1,1,0,4,1,2,0,4,0,0,1,0,0,0,0,5,0,1,30.0,35.0,2.0,1.0,0.08,0.01,34.0,5.0,1.0,28.0,152.0,Defender - Centre-Back,31500000.0
1542,Mateo Pablo Musacchio,1,31,11,26,3,16,2,5,5,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,26.0,15.0,0.0,1.0,0.03,0.05,16.0,2.0,0.0,20.0,130.0,Defender - Centre-Back,2700000.0
1543,Andrea Conti,0,1,3,4,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23.0,2.0,0.0,0.0,0.03,0.1,5.0,0.0,0.0,4.0,15.0,Defender - Right-Back,13500000.0
1544,Rolando Mandragora,1,60,35,49,8,36,12,3,25,5,6,2,4,4,2,2,0,0,2,0,1,1,1,0,0,0,5,4,4,20.0,36.0,2.0,0.0,0.06,0.04,52.0,8.0,0.0,88.0,613.0,midfield - Defensive Midfield,9000000.0
1545,Marco Davide Faraoni,1,28,29,24,3,12,6,5,11,2,4,4,1,0,2,0,2,1,0,2,0,1,0,0,0,0,4,1,1,25.0,28.0,2.0,4.0,0.05,0.04,23.0,3.0,0.0,57.0,283.0,Defender - Right-Back,900000.0
1546,Leandro Daniel Cabrera Sasia,1,15,14,7,0,10,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,2,26.0,9.0,0.0,0.0,0.02,0.02,7.0,3.0,0.0,15.0,104.0,Defender - Centre-Back,540000.0
1550,Manuel Locatelli,1,18,21,11,2,7,6,0,4,0,0,3,1,0,3,1,2,1,1,0,0,2,0,0,0,0,1,1,2,19.0,21.0,0.0,0.0,0.03,0.06,26.0,4.0,0.0,17.0,127.0,midfield - Defensive Midfield,7200000.0
1551,Fabio Borini,1,20,27,18,8,12,6,2,7,1,0,2,2,2,1,1,3,0,4,0,0,0,0,0,0,0,2,1,3,26.0,29.0,2.0,3.0,0.11,0.06,43.0,5.0,0.0,29.0,281.0,attack - Left Winger,6300000.0
1552,Ricardo Ivan Rodriguez Araya,1,46,54,39,11,29,18,7,21,4,0,5,3,2,3,5,5,0,2,2,0,1,0,0,0,0,2,2,4,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
1553,Patrick Cutrone,0,8,11,7,2,4,2,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,24.0,11.0,0.0,0.0,0.04,0.09,9.0,1.0,1.0,9.0,75.0,Defender - Centre-Back,1620000.0
1554,Bruno Martella,1,39,46,38,9,13,8,2,17,1,8,4,3,0,2,2,1,0,3,0,1,2,0,0,1,0,4,7,2,24.0,30.0,1.0,3.0,0.04,0.08,41.0,3.0,0.0,20.0,246.0,attack - Left Winger,540000.0
1557,Ante Budimir,0,12,16,14,3,3,0,1,6,1,0,2,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,3,6,26.0,22.0,6.0,0.0,0.33,0.1,40.0,8.0,0.0,25.0,532.0,attack - Centre-Forward,1350000.0
1558,Andrea Barberis,1,50,27,59,8,18,2,4,16,3,2,1,2,2,1,2,1,0,2,2,0,1,0,0,0,0,2,3,1,23.0,38.0,2.0,1.0,0.05,0.06,58.0,1.0,0.0,81.0,819.0,midfield - Central Midfield,3150000.0
1559,Adrian Marius Stoian,1,26,66,35,10,12,4,1,20,3,0,6,1,0,0,2,2,1,2,0,0,2,0,0,0,0,4,3,1,26.0,32.0,2.0,4.0,0.08,0.09,50.0,5.0,0.0,27.0,417.0,Goalkeeper,4500000.0
1560,Andrea Nalini,1,16,25,18,5,2,0,0,3,0,0,4,1,2,1,4,2,1,0,0,0,0,0,0,1,0,3,4,5,27.0,23.0,0.0,2.0,0.04,0.19,36.0,2.0,0.0,42.0,295.0,midfield - Central Midfield,3150000.0
1561,Mariano Julio Izco,1,4,0,3,1,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,Defender - Right-Back,3600000.0
1562,Alex Cordaz,1,10,27,13,2,8,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34.0,38.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,Goalkeeper,900000.0
1563,Ignazio Abate,1,20,29,16,6,9,2,4,8,1,0,3,0,0,2,0,2,0,0,2,0,1,0,0,0,1,1,1,0,30.0,17.0,1.0,0.0,0.02,0.05,26.0,3.0,0.0,21.0,141.0,Defender - Right-Back,2700000.0
1566,Arkadiusz Milik,0,3,2,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,23.0,15.0,5.0,1.0,0.81,0.11,14.0,2.0,0.0,3.0,102.0,attack - Centre-Forward,18000000.0
1568,Kalidou Koulibaly,1,73,36,45,6,41,20,12,20,8,2,2,2,0,2,2,2,0,3,2,0,1,0,0,1,0,2,2,1,26.0,35.0,5.0,1.0,0.08,0.01,30.0,5.0,1.0,70.0,259.0,Defender - Centre-Back,54000000.0
1570,Lorenzo Insigne,1,30,37,32,10,10,6,0,16,6,0,11,4,4,1,10,2,1,1,0,0,1,0,0,2,1,2,10,16,26.0,37.0,8.0,11.0,0.42,0.26,210.0,4.0,0.0,30.0,446.0,attack - Left Winger,54000000.0
1571,Faouzi Ghoulam,1,10,19,8,2,2,4,3,6,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,1,3,0,26.0,11.0,2.0,2.0,0.04,0.26,39.0,1.0,0.0,10.0,77.0,Defender - Left-Back,22500000.0
1572,Daniel Bessa,1,35,22,28,9,12,6,2,17,3,6,5,7,0,2,2,0,1,0,0,1,0,0,2,0,1,8,5,3,24.0,11.0,2.0,0.0,0.24,0.16,13.0,0.0,0.0,7.0,124.0,midfield - Central Midfield,3600000.0
1575,Alessio Cerci,1,12,21,10,7,5,2,0,3,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,1,30.0,24.0,3.0,1.0,0.18,0.17,48.0,1.0,0.0,18.0,266.0,attack - Right Winger,1800000.0
